Key,ConceptId,CanonicalTermRU,CurrentTextOrVariant,SourceTermId,SourceFile,SourceKeyOrFunction,ComponentOrModule,ContextOrScreen,TriggerCondition,ReplacementTarget,Notes
CONCEPT_INSUFFICIENT_FUNDS__ST3_0801,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_0801,AsyncScene/Web/events.js,if,events,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1373; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_0802,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_0802,AsyncScene/Web/events.js,if,events,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1381; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_0804,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не прокает: нет P.,ST3_0804,AsyncScene/Web/events.js,прокает,events,events_voting_crowd,static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Error; inventoryNotes=line=1499; forbiddenSynonymMapped=Не прокает: нет P.
CONCEPT_INSUFFICIENT_FUNDS__ST3_0805,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не прокает: нет P.,ST3_0805,AsyncScene/Web/events.js,прокает,events,events_voting_crowd,static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Error; inventoryNotes=line=1505; forbiddenSynonymMapped=Не прокает: нет P.
CONCEPT_INSUFFICIENT_FUNDS__ST3_0806,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не прокает: нет P.,ST3_0806,AsyncScene/Web/events.js,прокает,events,events_voting_crowd,static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Error; inventoryNotes=line=1581; forbiddenSynonymMapped=Не прокает: нет P.
CONCEPT_INSUFFICIENT_FUNDS__ST3_0807,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не прокает: нет P.,ST3_0807,AsyncScene/Web/events.js,прокает,events,events_voting_crowd,static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Error; inventoryNotes=line=1587; forbiddenSynonymMapped=Не прокает: нет P.
CONCEPT_INSUFFICIENT_FUNDS__ST3_1309,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,У вас недостаточно пойнтов.,ST3_1309,AsyncScene/Web/ui-old.js,p2p_insufficient_points,root,"p2p,economy_toasts",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=462; forbiddenSynonymMapped=У вас недостаточно пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_1412,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Пойнтов не хватает.,ST3_1412,AsyncScene/Web/ui/ui-battles.js,statToast,ui,"battle_ui,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1072; forbiddenSynonymMapped=Пойнтов не хватает.|не хватает
CONCEPT_INSUFFICIENT_FUNDS__ST3_1416,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_1416,AsyncScene/Web/ui/ui-battles.js,msg,ui,"battle_ui,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1201; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_1417,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_1417,AsyncScene/Web/ui/ui-battles.js,msg,ui,"battle_ui,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1220; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_1422,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Пойнтов не хватает.,ST3_1422,AsyncScene/Web/ui/ui-battles.js,msg,ui,"battle_ui,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1315; forbiddenSynonymMapped=Пойнтов не хватает.|не хватает
CONCEPT_INSUFFICIENT_FUNDS__ST3_1436,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Пойнтов не хватает.,ST3_1436,AsyncScene/Web/ui/ui-battles.js,showStatToast,ui,"battle_ui,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1683; forbiddenSynonymMapped=Пойнтов не хватает.|не хватает
CONCEPT_INSUFFICIENT_FUNDS__ST3_1605,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,"Нужно 1💰, сейчас не хватает.",ST3_1605,AsyncScene/Web/ui/ui-dm.js,respect_no_points,ui,"dm_ui,respect_econ08,economy_toasts,disabled_states,pending_states",static_string,Не хватает 💰.,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=16; forbiddenSynonymMapped=Нужно 1💰, сейчас не хватает.|не хватает"
CONCEPT_INSUFFICIENT_FUNDS__ST3_1658,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,У вас недостаточно пойнтов.,ST3_1658,AsyncScene/Web/ui/ui-dm.js,p2p_insufficient_points,ui,"dm_ui,p2p,economy_toasts",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=940; forbiddenSynonymMapped=У вас недостаточно пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_1703,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_1703,AsyncScene/Web/ui/ui-events.js,msg,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=844; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_1706,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_1706,AsyncScene/Web/ui/ui-events.js,if,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=888; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_1707,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_1707,AsyncScene/Web/ui/ui-events.js,if,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=892; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_1708,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_1708,AsyncScene/Web/ui/ui-events.js,setEventNote,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=893; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_1709,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_1709,AsyncScene/Web/ui/ui-events.js,showVoteBtnToast,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=Error; inventoryNotes=line=894; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_1710,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_1710,AsyncScene/Web/ui/ui-events.js,if,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=895; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_2478,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не прокает: мало 💰 на баттл.,ST3_2478,docs/data.js,pointsLow,root,"battle_ui,economy_toasts",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=2432; forbiddenSynonymMapped=Не прокает: мало 💰 на баттл.
CONCEPT_INSUFFICIENT_FUNDS__ST3_2512,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,не хватает,ST3_2512,docs/data/style-lex.js,insteadOf,data,disabled_states,static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=19; forbiddenSynonymMapped=не хватает
CONCEPT_INSUFFICIENT_FUNDS__ST3_2636,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,не хватает,ST3_2636,docs/data/style-lex.js,_category,data,disabled_states,static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=110; forbiddenSynonymMapped=не хватает
CONCEPT_INSUFFICIENT_FUNDS__ST3_2709,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,не хватает,ST3_2709,docs/data/style-lex.js,insteadOf,data,disabled_states,static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=343; forbiddenSynonymMapped=не хватает
CONCEPT_INSUFFICIENT_FUNDS__ST3_2769,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,не хватает,ST3_2769,docs/data/style-lex.js,includes,data,disabled_states,static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=612; forbiddenSynonymMapped=не хватает
CONCEPT_INSUFFICIENT_FUNDS__ST3_2778,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_2778,docs/data/style-lex.js,add,data,"economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=695; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_2779,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,"Нужно 1💰, сейчас не хватает.",ST3_2779,docs/data/style-lex.js,add,data,"economy_toasts,disabled_states,pending_states",static_string,Не хватает 💰.,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=696; forbiddenSynonymMapped=Нужно 1💰, сейчас не хватает.|не хватает"
CONCEPT_INSUFFICIENT_FUNDS__ST3_2865,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_2865,docs/events.js,if,events,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1355; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_2866,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_2866,docs/events.js,if,events,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1362; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_2867,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_2867,docs/events.js,if,events,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1370; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_2869,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не прокает: нет P.,ST3_2869,docs/events.js,прокает,events,events_voting_crowd,static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Error; inventoryNotes=line=1488; forbiddenSynonymMapped=Не прокает: нет P.
CONCEPT_INSUFFICIENT_FUNDS__ST3_2870,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не прокает: нет P.,ST3_2870,docs/events.js,прокает,events,events_voting_crowd,static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Error; inventoryNotes=line=1494; forbiddenSynonymMapped=Не прокает: нет P.
CONCEPT_INSUFFICIENT_FUNDS__ST3_2871,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не прокает: нет P.,ST3_2871,docs/events.js,прокает,events,events_voting_crowd,static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Error; inventoryNotes=line=1570; forbiddenSynonymMapped=Не прокает: нет P.
CONCEPT_INSUFFICIENT_FUNDS__ST3_2872,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не прокает: нет P.,ST3_2872,docs/events.js,прокает,events,events_voting_crowd,static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Error; inventoryNotes=line=1576; forbiddenSynonymMapped=Не прокает: нет P.
CONCEPT_INSUFFICIENT_FUNDS__ST3_3150,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Пойнтов не хватает.,ST3_3150,docs/ui/ui-battles.js,statToast,ui,"battle_ui,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1072; forbiddenSynonymMapped=Пойнтов не хватает.|не хватает
CONCEPT_INSUFFICIENT_FUNDS__ST3_3154,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_3154,docs/ui/ui-battles.js,msg,ui,"battle_ui,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1201; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_3155,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_3155,docs/ui/ui-battles.js,msg,ui,"battle_ui,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1220; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_3160,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Пойнтов не хватает.,ST3_3160,docs/ui/ui-battles.js,msg,ui,"battle_ui,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1315; forbiddenSynonymMapped=Пойнтов не хватает.|не хватает
CONCEPT_INSUFFICIENT_FUNDS__ST3_3173,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Пойнтов не хватает.,ST3_3173,docs/ui/ui-battles.js,showStatToast,ui,"battle_ui,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=1675; forbiddenSynonymMapped=Пойнтов не хватает.|не хватает
CONCEPT_INSUFFICIENT_FUNDS__ST3_3342,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,"Нужно 1💰, сейчас не хватает.",ST3_3342,docs/ui/ui-dm.js,respect_no_points,ui,"dm_ui,respect_econ08,economy_toasts,disabled_states,pending_states",static_string,Не хватает 💰.,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=16; forbiddenSynonymMapped=Нужно 1💰, сейчас не хватает.|не хватает"
CONCEPT_INSUFFICIENT_FUNDS__ST3_3391,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,У вас недостаточно пойнтов.,ST3_3391,docs/ui/ui-dm.js,p2p_insufficient_points,ui,"dm_ui,p2p,economy_toasts",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=926; forbiddenSynonymMapped=У вас недостаточно пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_3436,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_3436,docs/ui/ui-events.js,msg,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=844; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_3439,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_3439,docs/ui/ui-events.js,if,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=888; forbiddenSynonymMapped=Не хватает пойнтов.
CONCEPT_INSUFFICIENT_FUNDS__ST3_3440,CONCEPT_INSUFFICIENT_FUNDS,Не хватает 💰.,Не хватает пойнтов.,ST3_3440,docs/ui/ui-events.js,if,ui,"events_voting_crowd,economy_toasts,disabled_states",static_string,Не хватает 💰.,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=Error; inventoryNotes=line=892; forbiddenSynonymMapped=Не хватает пойнтов.
